Company,Month,Revenue,Expenses,Profit
"Nunez, Kennedy and Garcia",1981-12,15999.69,11825.02,4174.67
Burns-Wilkinson,1971-08,42336.33,12988.92,29347.410000000003
Wolf LLC,1983-03,38740.49,26306.55,12433.939999999999
"Oliver, Stanley and Ramsey",1995-02,29595.01,21655.92,7939.09
Johnson and Sons,2000-04,39288.25,38404.56,883.6900000000023
"Mills, Carter and Wilson",1979-08,10339.17,10091.86,247.3099999999995
"Hays, Wallace and Jackson",1991-12,33750.17,28349.89,5400.279999999999
Davis-May,1992-07,82441.48,48734.32,33707.159999999996
"Watson, Massey and Cruz",1986-01,78358.52,25409.2,52949.32000000001
Jackson-Reed,2012-12,13574.12,11051.13,2522.9900000000016
Anderson-Montgomery,1995-04,35337.33,12087.78,23249.550000000003
"Ross, Lindsey and Nguyen",2005-05,37811.5,37774.68,36.81999999999971
Rogers-Hoover,1992-01,57202.65,34910.45,22292.200000000004
"Hall, Stevenson and Allen",2022-12,50036.33,33583.05,16453.28
Martin-Bailey,1976-06,15237.75,12448.74,2789.01
Dennis LLC,2011-09,45404.05,15055.95,30348.100000000002
Morgan-Page,2013-11,47266.45,26867.94,20398.51
Webb and Sons,1983-10,51610.43,14117.61,37492.82
"Duffy, Coleman and Lee",1990-12,27899.87,19586.46,8313.41
"Cruz, Koch and Hurley",1997-11,77197.96,38906.78,38291.18000000001
Wright Group,2018-04,41348.24,22654.41,18693.829999999998
"Golden, Gray and Williams",2005-06,27173.37,22666.46,4506.91
Knight Inc,1992-05,95108.91,83772.2,11336.710000000006
Pollard-Oconnell,1986-12,14874.81,10852.41,4022.3999999999996
"Hunter, Smith and Reed",1979-10,50364.46,43781.7,6582.760000000002
"King, Rowe and Young",1973-08,33283.23,11416.64,21866.590000000004
Lopez Ltd,2023-06,44549.79,40323.04,4226.75
"Jackson, Avery and Davis",1990-07,57517.91,42284.97,15232.940000000002
Gomez-Guerra,1983-12,54017.91,23237.32,30780.590000000004
Hernandez LLC,2004-04,80008.71,16508.05,63500.66
Miranda PLC,2021-04,60810.77,58639.42,2171.3499999999985
Vasquez-Sims,2011-04,58387.55,33672.26,24715.29
Sanders-Wilkinson,1996-01,72349.01,53594.04,18754.969999999994
Kelly-Bright,1988-02,45424.03,13270.18,32153.85
Luna Inc,2010-01,53972.83,29532.82,24440.010000000002
Jones-Salas,2023-09,43871.11,22419.13,21451.98
"Brown, Sanford and Pittman",1985-01,12726.94,11168.43,1558.5100000000002
"Morrow, Meyers and Joseph",1973-06,82124.33,28031.87,54092.46000000001
Nguyen Ltd,1985-11,31232.0,20312.49,10919.509999999998
"Wilson, Wilson and Williams",2017-10,31134.7,22780.94,8353.760000000002
"Woods, Rice and Davis",2023-08,91521.3,75987.29,15534.01000000001
Alvarez-Miller,2020-02,16713.63,12694.84,4018.790000000001
"Owen, Davis and Haney",2000-04,25564.98,18378.23,7186.75
Harrison-Hernandez,2014-02,20003.55,12083.34,7920.209999999999
Jones Group,1998-04,47918.99,42744.4,5174.5899999999965
"Smith, Gibson and Warren",2020-12,16528.45,15734.85,793.6000000000004
Pham LLC,1975-03,39758.55,25280.46,14478.090000000004
Wells-Hoffman,2018-01,36964.95,34910.01,2054.939999999995
"Bradley, Daniel and Wells",2001-06,63406.85,62927.58,479.2699999999968
"Brown, Farmer and Mclean",2007-01,11955.65,10618.39,1337.2600000000002
Diaz-Thompson,1970-03,48311.08,13270.54,35040.54
Kelley LLC,1989-11,41586.82,16712.5,24874.32
"Cook, Reyes and Lam",1992-03,19430.86,11442.2,7988.66
"Clark, Miller and Martinez",1986-10,11365.01,10016.66,1348.3500000000004
Carr-Perez,2002-02,11195.42,10242.6,952.8199999999997
Beard and Sons,1970-07,35548.43,15279.52,20268.91
Ballard and Sons,1972-02,83623.2,83256.7,366.5
"Griffith, Hickman and Butler",1985-05,30053.46,11896.33,18157.129999999997
Lee LLC,1979-02,78081.44,13898.59,64182.850000000006
"Sharp, Lowery and Paul",2017-08,76037.96,69487.4,6550.560000000012
Singh-Gentry,2004-04,37557.25,18773.74,18783.51
"Hill, Barnett and Payne",2009-10,33522.41,31774.07,1748.3400000000038
"Anderson, Hawkins and Johnson",2018-11,47594.14,35829.41,11764.729999999996
Bates-Kim,2020-08,90424.06,39547.14,50876.92
"Young, Patel and Pham",1983-09,74785.17,56273.96,18511.21
Daniels-Burton,2001-03,48817.69,20022.62,28795.070000000003
Woods-May,2023-12,14101.49,13241.95,859.539999999999
Foster-Serrano,1982-09,69535.06,14602.35,54932.71
Snyder Ltd,2013-09,19686.67,18984.56,702.109999999997
"Webster, Lopez and Cortez",2011-03,74647.44,38250.94,36396.5
Wells-Frye,1999-11,92580.92,55653.33,36927.59
Evans-Hall,1987-02,68764.07,20884.98,47879.09000000001
Diaz-Clay,2006-12,91752.18,43126.94,48625.23999999999
"Bryant, Bartlett and Galloway",1979-11,21442.61,10981.6,10461.01
Carlson Group,1978-08,39492.12,39029.8,462.3199999999997
"Warren, Price and Jackson",1971-04,74294.97,46810.56,27484.410000000003
Pope LLC,1994-08,50035.7,17764.81,32270.889999999996
Bates Inc,2018-11,12522.3,10784.68,1737.619999999999
"Gordon, Johnson and Quinn",2013-03,31358.18,13228.95,18129.23
Sanders Inc,1983-06,68135.71,52915.83,15219.880000000005
Dean-Johnson,2013-11,78153.55,31873.88,46279.67
"Johnson, Wong and Garcia",1973-08,66524.13,47423.59,19100.540000000008
Miller-Luna,1985-06,22048.15,17100.66,4947.490000000002
"Bates, Sutton and Miller",2007-12,33162.93,16472.88,16690.05
"Lopez, Wallace and Luna",1983-03,98665.76,49271.7,49394.06
Warner LLC,2018-07,40444.31,37122.24,3322.0699999999997
"Fernandez, Wright and Weber",2015-07,35235.53,20151.13,15084.399999999998
Smith PLC,1976-03,48222.44,19283.21,28939.230000000003
Jacobs-Taylor,2010-03,40229.59,25049.32,15180.269999999997
Collins and Sons,1985-05,16010.8,11513.79,4497.009999999998
Miller-Palmer,1988-12,60160.02,33116.7,27043.32
Thompson Inc,1981-04,15610.76,13606.98,2003.7800000000007
Bright PLC,1995-11,34896.49,11314.86,23581.629999999997
Robbins LLC,2022-07,27490.73,20687.89,6802.84
Martin Group,2008-04,62575.52,45199.51,17376.009999999995
Phillips Ltd,2018-12,81173.69,73601.13,7572.559999999998
"Evans, Cruz and Maldonado",1984-06,75433.63,36072.02,39361.61000000001
Mendez Inc,2006-08,33747.01,21187.64,12559.370000000003
Beasley-Jenkins,2004-10,39943.2,15209.06,24734.14
Santiago Group,1982-08,58268.01,49252.86,9015.150000000001
Andrews PLC,1996-05,51522.04,16873.25,34648.79
Bennett-Perez,2013-03,17412.54,10686.97,6725.5700000000015
Campbell and Sons,2011-12,49618.96,30224.71,19394.25
Lopez Group,1971-09,44737.58,20396.24,24341.34
"Murphy, Barnett and Benson",2009-03,21892.59,13785.43,8107.16
"Phillips, Hudson and Yoder",1971-07,20929.26,17563.41,3365.8499999999985
Bennett LLC,1984-06,88758.73,68715.63,20043.09999999999
"Jones, Glover and Hernandez",2021-11,67729.83,65981.77,1748.0599999999977
Chen-Vasquez,1976-07,27929.29,20744.78,7184.510000000002
Day and Sons,1997-09,53802.66,33011.39,20791.270000000004
"Sims, Woods and Trujillo",1987-01,93889.03,20403.6,73485.43
Smith-Parker,1970-08,28576.48,28499.62,76.86000000000058
Coleman-Arroyo,2012-06,48041.05,16970.03,31071.020000000004
Conner-Stevens,1989-08,81125.88,75705.5,5420.380000000005
Garcia Inc,1981-04,13008.09,10086.64,2921.4500000000007
Robertson-Anderson,2006-12,54081.36,14535.75,39545.61
Dean-Miller,2015-12,23107.4,16642.16,6465.240000000002
Browning-Myers,2001-09,39728.52,31984.6,7743.919999999998
"Campbell, Santana and Hodges",2001-09,65442.49,40070.06,25372.43
Park-Matthews,2004-05,63286.21,60710.12,2576.0899999999965
Jones-Lewis,2013-05,83953.44,83380.21,573.2299999999959
Solis LLC,2015-04,12696.32,12218.46,477.8600000000006
Mack-Murray,2015-06,16575.47,14283.32,2292.1500000000015
Snyder-Smith,2000-08,64323.34,42072.44,22250.899999999994
"Miranda, Proctor and Mccall",1990-05,27064.47,14250.69,12813.78
Lindsey-Pollard,2000-12,53904.0,32557.29,21346.71
Mccall-Cardenas,1980-05,42544.98,35571.93,6973.050000000003
"Ortiz, Kelly and James",1987-04,35295.0,10337.47,24957.53
"Smith, Brewer and Elliott",1980-10,54408.77,24912.27,29496.499999999996
Dixon-Larsen,1989-11,65992.34,52229.51,13762.829999999994
"Sanchez, Estes and Lambert",2022-11,36842.71,23308.16,13534.55
Davis LLC,2000-02,10418.89,10127.47,291.4200000000001
Hamilton PLC,1991-07,84064.48,39206.42,44858.06
Allen Group,1996-11,48355.53,11119.32,37236.21
"Higgins, Bradshaw and Henderson",2011-03,46223.26,14536.48,31686.780000000002
Salas-Foster,1972-07,38570.82,30788.25,7782.57
Oliver Ltd,1976-01,89530.1,40142.61,49387.490000000005
Wilson and Sons,1981-06,15716.48,13605.11,2111.369999999999
Lopez PLC,2016-08,15526.65,13194.11,2332.539999999999
Hall LLC,2010-02,32783.41,15328.36,17455.050000000003
"Boyd, Wilson and Barajas",1979-04,78223.18,62648.68,15574.499999999993
Walsh-Allen,1995-07,76694.27,35816.15,40878.12
Anderson PLC,2023-07,17815.95,17791.85,24.100000000002183
"Morris, Clay and Proctor",2014-04,83506.65,53055.12,30451.52999999999
Campbell-Lane,1990-05,18063.89,11793.24,6270.65
"Barr, Phelps and Liu",1994-05,65331.29,52258.86,13072.43
Weber-Bowman,1997-02,61200.71,29768.08,31432.629999999997
Moreno LLC,2015-10,66406.73,20460.49,45946.23999999999
"Lee, Castro and Wilson",2016-09,28357.69,27437.1,920.5900000000001
"French, Clayton and Thomas",1992-08,25660.22,20626.56,5033.66
Lawrence PLC,1982-12,31587.08,29181.18,2405.9000000000015
Blankenship PLC,2011-09,85532.68,38353.13,47179.549999999996
Martin and Sons,1971-11,20691.78,11537.09,9154.689999999999
"Harris, Garza and White",1988-04,96913.97,92721.31,4192.6600000000035
Boyd-Patton,2009-06,59135.36,56347.73,2787.6299999999974
Williams LLC,1979-11,95193.73,32701.31,62492.42
"Walker, Smith and Sherman",1994-05,32874.97,26214.9,6660.07
Harrington-Evans,1974-06,46764.75,26916.49,19848.26
"Alexander, Harvey and Turner",1983-08,17487.14,10397.88,7089.26
"Matthews, West and Sloan",2019-07,97496.4,89190.85,8305.549999999988
Morrison-Russell,2013-01,65051.73,12341.97,52709.76
Nunez LLC,2022-07,62867.61,25576.91,37290.7
Gray PLC,1994-07,59496.73,28954.05,30542.680000000004
Pineda-Decker,1973-06,23828.19,16077.46,7750.73
Alvarado LLC,2015-09,80453.09,24205.37,56247.72
Gentry-Norris,2020-07,68442.11,41617.96,26824.15
Allen PLC,2008-08,33493.13,22260.07,11233.059999999998
"Phillips, Hill and Baird",1989-06,49799.78,11272.78,38527.0
Kelly Group,2003-01,17200.44,15358.33,1842.1099999999988
Contreras Inc,2012-06,13244.49,13236.49,8.0
Tran-Warren,1998-03,99351.37,94163.9,5187.470000000001
Campbell PLC,1984-12,79312.59,23943.6,55368.99
Rodriguez-Reynolds,2005-12,17031.42,15506.99,1524.4299999999985
Bishop-Tucker,2001-06,85771.07,70493.71,15277.36
"Salazar, Adams and Ramirez",1975-06,32599.04,10840.29,21758.75
"Cross, Warren and Wright",1985-01,57860.59,43691.63,14168.96
Mason LLC,1970-10,14378.25,12511.0,1867.25
Byrd PLC,1972-05,69896.88,19945.85,49951.030000000006
"Thomas, Scott and Mitchell",1996-12,59937.24,54350.73,5586.509999999995
Morrison-Newton,1991-07,40231.26,11729.4,28501.86
"Hudson, Jenkins and Gonzalez",2009-03,28259.01,25450.95,2808.0599999999977
Roberson Group,1983-02,30310.3,12862.86,17447.44
"Mitchell, Clark and Gonzales",1975-01,36424.61,17426.26,18998.350000000002
"Swanson, Valencia and White",1993-08,14538.51,13102.62,1435.8899999999994
"Webster, Davidson and Davis",2002-12,73185.47,65087.34,8098.130000000005
Blake-Ryan,1986-01,54649.54,18667.23,35982.31
Waller-Lutz,2000-09,59290.41,16377.64,42912.770000000004
Matthews-Patrick,1970-08,45395.61,29488.28,15907.330000000002
"Gardner, Snyder and Lee",1990-02,24015.06,10394.03,13621.03
"Estrada, Ross and Mckenzie",1994-06,10743.12,10734.54,8.579999999999927
"Olson, Obrien and Costa",1995-07,64613.79,26400.82,38212.97
"Knight, Patterson and Stewart",1991-12,51246.44,40621.86,10624.580000000002
Carson-Colon,2012-07,50759.17,35800.93,14958.239999999998
Clark-Williams,2011-12,26594.72,24554.28,2040.4400000000023
Hanna and Sons,1998-07,37562.67,34588.62,2974.0499999999956
Smith-Phelps,2018-08,23588.69,17284.57,6304.119999999999
Price-Valencia,1989-02,53804.51,14800.06,39004.450000000004
"Thomas, Brown and Brown",2007-05,74256.99,69411.75,4845.240000000005
"Ferguson, Riley and Gordon",2000-03,74418.23,43461.06,30957.17
"Brooks, Soto and Cooper",2022-03,64036.65,32784.32,31252.33
Hawkins Ltd,2006-08,70462.09,57289.81,13172.279999999999
Erickson-Trujillo,1972-07,79119.49,62675.5,16443.990000000005
Duran-Davis,1971-01,37458.93,31873.39,5585.540000000001
"Brown, Kennedy and Kline",1991-10,10814.57,10532.7,281.869999999999
Mendez-Nunez,1974-10,97582.57,10743.25,86839.32
Leonard-Bailey,2007-12,31087.8,18766.68,12321.119999999999
Rodriguez PLC,1990-03,10762.69,10446.97,315.72000000000116
Jimenez-Kelley,2013-12,99230.57,60497.71,38732.86000000001
"Armstrong, Mejia and Howard",2021-12,39025.76,31934.69,7091.070000000003
Nguyen LLC,2016-03,76463.65,66096.41,10367.23999999999
Flores Inc,1991-10,87974.15,54634.82,33339.329999999994
Davis Group,2003-06,32271.65,31140.81,1130.8400000000001
Woodard-Weber,2003-03,47272.77,40920.07,6352.699999999997
Wu-Tucker,2015-12,11329.21,10253.72,1075.4899999999998
"Baldwin, Duncan and Rodriguez",1992-03,46552.29,27975.62,18576.670000000002
Santos PLC,1977-07,78991.38,17706.09,61285.29000000001
Harrison-Smith,1979-10,84710.98,41985.41,42725.56999999999
Li LLC,2006-04,58829.41,54080.64,4748.770000000004
West and Sons,1975-08,53858.4,50534.32,3324.0800000000017
"Mckinney, Mack and Cook",1988-09,89620.41,34361.92,55258.490000000005
English Ltd,1973-01,65854.16,16225.27,49628.89
Deleon PLC,2010-10,48453.23,20139.9,28313.33
Rodriguez-Acosta,1975-09,38034.13,14536.67,23497.46
Zamora-Perez,1989-05,93681.59,36883.86,56797.729999999996
Johnson LLC,2006-07,38789.31,16968.59,21820.719999999998
"Peterson, Smith and Vasquez",1992-02,13368.68,10779.28,2589.3999999999996
Rogers Ltd,1975-01,26008.93,14147.88,11861.050000000001
Mccarthy-Walker,2020-07,77398.33,66626.1,10772.229999999996
Cruz-Williams,2010-02,19764.64,12191.85,7572.789999999999
Pineda-Vang,2017-12,25314.67,24503.52,811.1499999999978
"Allen, Coleman and Carroll",1996-11,79963.33,35492.17,44471.16
Simon-Chambers,2003-03,17625.72,12467.93,5157.790000000001
Sanders-Thompson,1991-05,99333.3,32017.23,67316.07
Bowman Group,2005-02,30458.8,17791.66,12667.14
"Branch, Johnston and Graham",2005-09,11859.91,10627.7,1232.2099999999991
Garcia and Sons,1971-02,38524.59,11387.8,27136.789999999997
"Merritt, Green and Quinn",2010-12,87856.44,86596.28,1260.1600000000035
"Stevens, Martin and Ward",1992-10,21402.17,15156.19,6245.979999999998
"Farrell, Davis and Carr",1995-10,74977.21,41237.07,33740.14000000001
"Edwards, Avila and Harvey",1992-10,72922.15,31388.86,41533.28999999999
Francis LLC,1994-12,62735.98,49914.4,12821.580000000002
"Rogers, Roberts and Walker",1995-01,63712.64,27848.24,35864.399999999994
Nguyen-Brown,1987-08,40761.33,24773.2,15988.130000000001
Jones Inc,1973-04,48974.87,38863.62,10111.25
Gates Group,1971-02,69889.06,68519.06,1370.0
Keith-Aguirre,1984-12,27909.21,18158.4,9750.809999999998
Kirby Ltd,2021-04,42684.79,31325.76,11359.030000000002
Mendoza Inc,1999-05,73926.06,64147.54,9778.519999999997
Anderson Ltd,2001-04,82349.95,23242.29,59107.659999999996
Carr-Andrews,1980-10,17852.82,14255.98,3596.84
"Martin, Bowman and Chen",2023-03,60002.48,39096.15,20906.33
"Mason, Smith and Peterson",1975-05,17198.44,12088.39,5110.049999999999
Vazquez-Davis,1997-08,44417.95,18425.01,25992.94
"Johnson, Adams and Griffith",2021-03,89832.17,27442.93,62389.24
Wilson LLC,1996-01,95016.11,40528.52,54487.590000000004
Aguilar-Norris,2000-01,36039.26,17499.04,18540.22
Arroyo Inc,1975-07,97211.52,47276.4,49935.12
Maynard and Sons,2004-02,86462.9,45079.62,41383.27999999999
Newman-Pierce,2008-04,79841.42,50227.32,29614.1
Barnes Ltd,1979-09,55047.12,37494.66,17552.46
"Tran, Martin and Carlson",1988-08,21736.03,19880.52,1855.5099999999984
"Stokes, Horton and Sharp",2007-07,73420.8,20850.48,52570.32000000001
"Williams, Black and Williams",2022-09,32235.31,16974.94,15260.370000000003
Stewart-Taylor,1986-08,44296.15,35332.55,8963.599999999999
"Martinez, Wilson and Hamilton",2005-08,30239.39,28359.21,1880.1800000000003
Dunn-Harper,1986-01,67983.61,33904.22,34079.39
"Sherman, Sandoval and Williams",2024-02,96298.5,12865.29,83433.20999999999
"Friedman, Pitts and Cox",2020-10,54070.34,47166.66,6903.679999999993
"Alvarez, Chapman and Johnson",1979-05,38502.05,29015.11,9486.940000000002
Rodriguez Ltd,1979-05,87815.32,62153.71,25661.610000000008
Allen-Ruiz,1977-12,36900.77,32341.77,4558.999999999996
Robinson-Fuller,2004-09,23171.49,15728.01,7443.480000000001
Ford-Thompson,1972-11,73302.67,40778.61,32524.059999999998
Smith Group,2018-09,25455.49,16213.19,9242.300000000001
Harrison-Hawkins,1992-07,61863.18,60224.0,1639.1800000000003
Estrada-Jensen,2012-01,15102.85,13122.19,1980.6599999999999
Stone Ltd,1973-05,29456.11,10148.16,19307.95
Tucker-Valdez,2014-08,42122.43,22415.52,19706.91
Davis-Jordan,1980-10,85959.32,42690.86,43268.46000000001
"Melton, Coffey and Reed",1992-09,59828.63,28735.11,31093.519999999997
Livingston LLC,1990-01,13048.66,11255.2,1793.4599999999991
Hughes Inc,1991-04,75265.14,17340.58,57924.56
Harrison-Mitchell,1997-02,55754.61,47621.8,8132.809999999998
Hill Ltd,2004-01,31217.77,12231.85,18985.92
Rose Inc,2024-01,93397.48,53591.52,39805.96
Weeks-Wilson,1980-07,58627.01,32133.13,26493.88
Price PLC,2024-01,13361.15,11437.83,1923.3199999999997
"Sanford, Gray and Roth",1977-08,66826.27,40395.54,26430.730000000003
Williams-Schaefer,2022-12,74406.6,46002.41,28404.190000000002
Gibson-Johnson,1974-03,43754.45,38422.49,5331.959999999999
"Christensen, Malone and Taylor",1984-10,89649.04,49948.73,39700.30999999999
Smith LLC,2014-10,44447.76,27027.9,17419.86
Williams-Conway,2015-06,43636.7,25828.16,17808.539999999997
Simpson-Bailey,1991-06,84683.57,67638.55,17045.020000000004
Walker-Branch,1974-12,84581.97,32657.01,51924.96000000001
"Sandoval, Webb and Burton",1995-09,66117.3,59882.73,6234.57
Cox Ltd,1978-05,84795.94,46178.36,38617.58
Ward-Mathis,2020-03,97665.52,20133.35,77532.17000000001
Galloway and Sons,1973-11,74893.2,28597.3,46295.899999999994
Horn and Sons,1978-01,28982.4,15893.56,13088.840000000002
Rodriguez-Moreno,1972-03,32469.94,23747.26,8722.68
"Zhang, Castillo and Montgomery",1984-02,23459.58,14151.73,9307.850000000002
Baldwin-Fletcher,1993-03,62320.31,30877.27,31443.039999999997
Cowan PLC,1982-09,71086.08,12045.11,59040.97
"Mosley, Henderson and Gould",1990-04,73113.96,61638.63,11475.330000000009
Reynolds Inc,2007-03,13040.23,12816.53,223.6999999999989
Griffin-Williams,1972-07,75249.15,36094.03,39155.119999999995
Edwards-Schmidt,1990-11,91205.0,16049.72,75155.28
"Hunt, Boyd and Jackson",1971-05,57924.67,38099.42,19825.25
"Jackson, Washington and Kennedy",1994-03,50470.94,30897.7,19573.24
Gutierrez LLC,2022-02,39404.25,39173.0,231.25
Marks-Peterson,2003-06,22046.55,21082.36,964.1899999999987
Pierce-Pineda,2005-03,57805.16,11627.28,46177.880000000005
Mckinney Ltd,1991-12,76658.74,19289.8,57368.94
"Rios, Brown and Welch",1986-07,62838.78,54702.36,8136.419999999998
Stevens and Sons,1980-06,15583.64,14259.97,1323.67
Lyons-Hall,1978-02,41184.09,22043.57,19140.519999999997
"Thomas, Miller and Lynch",2018-12,67308.77,34419.66,32889.11
Williams PLC,2023-06,83797.42,64295.02,19502.4
Moore-Perkins,2017-06,26834.46,22312.11,4522.3499999999985
Smith-Oconnell,1982-02,84737.14,76992.7,7744.440000000002
"Fry, Cannon and Lamb",2012-11,34359.65,16379.44,17980.21
Sims Inc,2022-03,19590.89,12248.86,7342.029999999999
Lang-Davila,1996-01,92313.66,30140.49,62173.17
Boyd Ltd,2001-03,57601.29,51901.44,5699.8499999999985
"Mitchell, Smith and Moran",1972-10,99892.19,32905.29,66986.9
Williams LLC,1972-12,77179.56,39775.18,37404.38
White Inc,2011-09,86551.38,79546.43,7004.950000000012
"Wright, Gray and Byrd",1998-06,65582.86,18281.68,47301.18
Durham-Harris,2012-06,63051.29,35858.09,27193.200000000004
Rodriguez PLC,1972-10,95317.22,46519.26,48797.96
"Cross, Hayes and Bailey",2009-12,40110.71,28531.58,11579.129999999997
"Ruiz, Fisher and Barnes",2006-01,54758.0,15370.53,39387.47
Holt-Jones,1982-11,63803.32,35218.15,28585.17
Elliott LLC,1997-12,70205.26,24062.83,46142.42999999999
"Sanchez, Shelton and Higgins",2018-09,90815.03,14752.75,76062.28
Burke-Glenn,2013-05,85102.35,81796.36,3305.9900000000052
"King, Le and Smith",2003-01,74789.12,45811.47,28977.649999999994
"Cantrell, Rivera and Hardy",1982-04,26145.92,14982.09,11163.829999999998
"Mcintyre, Morrison and Good",1984-05,57311.58,35573.06,21738.520000000004
Gonzalez PLC,2010-06,45587.59,25335.36,20252.229999999996
"Ross, Shaw and Macias",2000-04,29880.17,20372.38,9507.789999999997
Roberts-Huang,2003-10,29372.27,14486.99,14885.28
Flores Ltd,1988-04,97104.39,61036.0,36068.39
Owen PLC,2008-05,25059.64,22159.26,2900.380000000001
Schwartz-Barrett,2020-05,94122.68,23146.7,70975.98
"Mitchell, Mcpherson and Erickson",2009-08,19933.49,17926.37,2007.1200000000026
"Hawkins, King and Castillo",1997-07,50243.48,24496.53,25746.950000000004
Gonzalez-Horn,1991-02,63494.07,44142.12,19351.949999999997
Craig Ltd,2005-01,50665.74,37667.69,12998.049999999996
Gregory-Lawrence,1981-04,65990.92,36416.55,29574.369999999995
Farrell-Livingston,2012-05,85650.34,65966.69,19683.649999999994
Foster Ltd,2012-05,36441.56,28728.97,7712.5899999999965
"Orozco, Cook and Adams",2001-10,36911.82,14731.87,22179.949999999997
Fleming LLC,1974-04,93355.63,24164.22,69191.41
"Mcgee, Jackson and Robinson",1970-01,60861.32,48594.18,12267.14
"Matthews, Garcia and Schmitt",1980-02,32304.17,17796.25,14507.919999999998
Williams Group,2000-08,99094.46,54548.38,44546.08000000001
Gray Group,1988-10,60739.98,17106.68,43633.3
"Drake, Ortiz and Hughes",2003-02,63472.41,37345.15,26127.260000000002
"Parker, Martin and Taylor",2017-02,93103.25,84811.58,8291.669999999998
Edwards Group,2002-09,55008.67,24184.75,30823.92
Smith-Taylor,1987-01,21390.02,14564.84,6825.18
Dalton-Thornton,1980-05,19054.15,11720.59,7333.560000000001
"Lopez, Lucas and Ross",2015-01,37505.46,26901.94,10603.52
Alexander Ltd,1973-07,89098.25,67029.33,22068.92
"Haynes, Mason and Curtis",2012-05,10622.51,10252.54,369.96999999999935
Roth LLC,1996-12,50457.05,34378.03,16079.020000000004
King Ltd,1977-01,71865.91,27296.08,44569.83
"Mills, Hensley and Harmon",2016-08,63054.14,62008.21,1045.9300000000003
Grant LLC,2008-01,26709.32,17231.72,9477.599999999999
Smith-Love,1977-11,62779.94,22310.26,40469.68000000001
Williams-Lee,2000-12,62368.3,18690.92,43677.380000000005
Hernandez Group,2002-07,46215.43,32394.15,13821.279999999999
"Tucker, Ramirez and Christensen",2001-06,37043.84,34974.21,2069.6299999999974
Smith PLC,2007-03,50936.55,49175.0,1761.550000000003
Alvarado-Knight,1989-01,56342.7,41962.62,14380.079999999994
Richardson-Bowman,1975-07,35442.9,18866.61,16576.29
Smith-Thompson,1986-02,26866.4,25370.59,1495.8100000000013
Fuentes-Li,1978-03,43948.19,18179.48,25768.710000000003
"Perez, Frank and Holmes",2014-09,40754.59,10012.87,30741.719999999994
Higgins Inc,2009-09,22458.65,15669.94,6788.710000000001
Rogers PLC,1972-08,79602.31,77904.73,1697.5800000000017
Juarez-Robertson,2002-05,21130.36,15378.12,5752.24
Shields-Valdez,2004-09,47776.87,17599.89,30176.980000000003
Martinez-Vargas,1994-06,54678.4,10813.51,43864.89
Cook LLC,2008-09,53079.51,36172.51,16907.0
Chung-Jackson,2018-12,46940.66,32711.54,14229.120000000003
Gonzalez Inc,1981-02,89011.31,69746.21,19265.09999999999
"Soto, Booth and Nguyen",2001-10,11836.38,10720.3,1116.08
Ross LLC,1974-10,95265.59,61226.54,34039.049999999996
Martinez-Gray,2011-04,49364.6,44884.06,4480.540000000001
"Miller, Schroeder and Murphy",2006-03,58649.37,27583.59,31065.780000000002
"Foster, Hobbs and Kent",1983-08,38857.6,13806.31,25051.29
"Jarvis, Jones and Nixon",1984-04,60416.94,32742.12,27674.820000000003
Griffin Ltd,2014-10,77751.49,33987.77,43763.72000000001
"Fry, Cooper and Graham",2021-12,60606.94,13642.03,46964.91
Smith PLC,1984-02,13631.6,13597.46,34.14000000000124
"Neal, Velazquez and Savage",2003-02,42173.25,30985.14,11188.11
Davis-Smith,2008-10,81637.22,51799.32,29837.9
"Crawford, Mejia and Osborn",2021-11,36352.33,30753.65,5598.68
Marshall-Reynolds,1981-10,16537.7,13449.31,3088.3900000000012
Taylor-Mcmillan,1985-05,11403.84,11260.76,143.07999999999993
Brown-Pena,1980-05,79413.22,29859.93,49553.29
Roberts-Williams,2023-09,52977.52,38319.71,14657.809999999998
Dennis-Johnson,1998-02,26180.11,18801.86,7378.25
Underwood LLC,2004-05,65695.24,36508.12,29187.120000000003
"Moore, Morales and Moore",2009-08,78568.65,22256.15,56312.49999999999
"Martinez, Sullivan and Weeks",2011-10,31830.58,26704.16,5126.420000000002
Bentley-Anderson,1982-08,87047.5,43980.36,43067.14
Rasmussen-Pierce,2004-09,89183.79,28512.19,60671.59999999999
"Melendez, Williamson and Roman",1995-12,51359.94,27959.84,23400.100000000002
"Taylor, Alexander and Dominguez",1980-05,39955.06,10491.02,29464.039999999997
Richard Ltd,1990-07,46687.1,24017.12,22669.98
Rivas Ltd,1992-08,58908.26,48178.62,10729.64
"Kane, Rivera and Reilly",1974-12,72499.69,43475.31,29024.380000000005
Kidd Ltd,2010-05,98329.49,72647.85,25681.64
"Jones, Barrera and Mcguire",2007-09,11216.15,10728.1,488.0499999999993
Mccarty-Campbell,2004-03,37948.93,32484.08,5464.8499999999985
Holloway and Sons,1983-01,40645.35,19815.15,20830.199999999997
"Sanchez, Brown and Anderson",1982-02,37453.5,18782.41,18671.09
Krause-Cole,1973-01,92507.26,84716.06,7791.199999999997
Fox-Hall,2001-01,35551.75,13167.7,22384.05
Scott-Cole,2018-06,61607.16,12496.98,49110.18000000001
Wheeler-Cox,1980-03,89530.34,58733.18,30797.159999999996
"Chavez, Lopez and Carter",2003-01,54333.73,22116.09,32217.640000000003
